osm_type,osm_id,category,name,name_ar,lat,lon,building_area_m2,addr_full,addr_city,operator,capacity,raw_tags,capacity_estimate,capacity_source,display_name,pm2_5,pm10,carbon_monoxide,ozone,nitrogen_dioxide,sulphur_dioxide,us_aqi,observation_time
node,471170534,school,مدرسة متوسطة,مدرسة متوسطة,36.9272444,7.757385,,,عنابة,,,"{""addr:city"": ""عنابة"", ""addr:city:ar"": ""عنابة"", ""amenity"": ""school"", ""isced:level"": ""2"", ""name"": ""مدرسة متوسطة"", ""name:ar"": ""مدرسة متوسطة"", ""name:fr"": ""École élémentaire""}",300,default_estimate,مدرسة متوسطة,11.6,18.1,150.0,116.0,0.7,0.5,55,2026-08-16T15:00
node,561074130,place_of_worship,,,36.9006614,7.7517413,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 1,11.6,18.1,150.0,116.0,0.7,0.5,55,2026-08-16T15:00
node,946555145,school,Lycée,ثانوية,36.4112552,4.9004443,,,,,,"{""amenity"": ""school"", ""name"": ""Lycée"", ""name:ar"": ""ثانوية"", ""name:en"": ""secondary school"", ""name:fr"": ""École secondaire""}",300,default_estimate,Lycée,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,946555152,school,École primaire,مدرسة إبتدائية,36.4070475,4.8930411,,,,,,"{""amenity"": ""school"", ""name"": ""École primaire"", ""name:ar"": ""مدرسة إبتدائية""}",300,default_estimate,École primaire,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,946555153,school,إكمالية,إكمالية,36.4078233,4.8885122,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2"", ""name:ar"": ""إكمالية""}",300,default_estimate,إكمالية,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,951244970,school,Nouveau CEM,الإكمالية الجديدة,36.4161884,4.8925213,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2"", ""name"": ""Nouveau CEM"", ""name:ar"": ""الإكمالية الجديدة""}",300,default_estimate,Nouveau CEM,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,951467448,health_facility,,,36.4076992,4.8917133,,,,,,"{""amenity"": ""hospital""}",100,default_estimate_non_shelter,منشأة صحية رقم 1,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,961282285,place_of_worship,Chouf Mosque,مسجد الشوف,36.4105916,4.8903105,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Chouf Mosque"", ""name:ar"": ""مسجد الشوف"", ""name:en"": ""Chouf Mosque"", ""name:fr"": ""Mosquée Chouf"", ""religion"": ""muslim""}",200,default_estimate,Chouf Mosque,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,961282382,place_of_worship,,,36.4048182,4.8922167,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 2,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,961285149,place_of_worship,Kouba Mosque,مسجد القبة,36.4098114,4.897368,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Kouba Mosque"", ""name:ar"": ""مسجد القبة"", ""name:fr"": ""Mosquée El Kouba"", ""religion"": ""muslim""}",200,default_estimate,Kouba Mosque,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,1108826624,health_facility,Hôpital Arassa,مستشفى عراسة,36.4249006,4.8240446,,,,,,"{""amenity"": ""hospital"", ""name"": ""Hôpital Arassa"", ""name:ar"": ""مستشفى عراسة"", ""name:fr"": ""Hôpital Arassa""}",100,default_estimate_non_shelter,Hôpital Arassa,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,1132337571,school,,,36.3951496,4.8370636,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2""}",300,default_estimate,مدرسة رقم 1,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,1732570230,school,Lycée,الثانوية,36.5080584,5.868769,,,,,,"{""amenity"": ""school"", ""name"": ""Lycée"", ""name:ar"": ""الثانوية"", ""name:en"": ""secondary school"", ""name:fr"": ""École secondaire""}",300,default_estimate,Lycée,10.8,27.3,122.0,97.0,0.9,0.6,59,2026-08-16T15:00
node,1745778343,health_facility,Centre de santé bel air,,36.199147,5.4022544,,,,,,"{""amenity"": ""clinic"", ""name"": ""Centre de santé bel air"", ""wheelchair"": ""yes""}",20,default_estimate_non_shelter,Centre de santé bel air,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1785757420,school,CEM Mouloud Kacem Nait Belkacem,,36.066294,4.7431724,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2"", ""name"": ""CEM Mouloud Kacem Nait Belkacem""}",300,default_estimate,CEM Mouloud Kacem Nait Belkacem,15.5,28.7,108.0,88.0,0.5,0.6,62,2026-08-16T15:00
node,1815123447,place_of_worship,Kobbat Si Zebbouchi,,36.410201,6.152137,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Kobbat Si Zebbouchi"", ""religion"": ""muslim""}",200,default_estimate,Kobbat Si Zebbouchi,10.8,27.3,122.0,97.0,0.9,0.6,59,2026-08-16T15:00
node,1829971772,school,CEM El Khaouarizmi,,36.8809371,6.9081829,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2"", ""name"": ""CEM El Khaouarizmi""}",300,default_estimate,CEM El Khaouarizmi,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,1829971840,school,Lycée Larbi Tebessi,ثانوية العربي التبسي,36.88054,6.910838,,,,,,"{""amenity"": ""school"", ""name"": ""Lycée Larbi Tebessi"", ""name:ar"": ""ثانوية العربي التبسي"", ""name:en"": ""Larbi Tebessi High School"", ""name:fr"": ""Lycée Larbi Tebessi""}",300,default_estimate,Lycée Larbi Tebessi,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,1829971855,school,Lycée Ennahda,,36.8796224,6.9057192,,,,,,"{""amenity"": ""school"", ""name"": ""Lycée Ennahda""}",300,default_estimate,Lycée Ennahda,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,1829971887,school,Ecole Primaire Baabouch Rachid,,36.8812328,6.9083072,,,,,,"{""amenity"": ""school"", ""name"": ""Ecole Primaire Baabouch Rachid""}",300,default_estimate,Ecole Primaire Baabouch Rachid,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,1829971903,school,CEM Ibn Khaldoun,,36.8805514,6.8965631,,,Skikda,,,"{""addr:city"": ""Skikda"", ""addr:postcode"": ""21000"", ""addr:street"": ""Cité des Frères Khaldi"", ""amenity"": ""school"", ""name"": ""CEM Ibn Khaldoun""}",300,default_estimate,CEM Ibn Khaldoun,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,1836769769,place_of_worship,Mosquée Abou Obeida ibn al-Djarrâh,مسجد عبيدة عامر بن الجراح,36.195525,5.4365157,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Mosquée Abou Obeida ibn al-Djarrâh"", ""name:ar"": ""مسجد عبيدة عامر بن الجراح"", ""name:fr"": ""Mosquée Abou Obeida ibn al-Djarrâh"", ""religion"": ""muslim""}",200,default_estimate,Mosquée Abou Obeida ibn al-Djarrâh,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1867468944,fire_station,Protection civile,الحماية المدنية,36.8074499,7.7385258,,,الحجار,Ministère de l'Intérieur et des Collectivités locales,,"{""addr:city"": ""الحجار"", ""amenity"": ""fire_station"", ""brand"": ""Protection civile algérienne"", ""brand:ar"": ""الحماية المدنية الجزائرية"", ""brand:fr"": ""Protection civile algérienne"", ""brand:wikidata"": ""Q3407913"", ""brand:wikipedia"": ""fr:Protection civile en Algérie"", ""name"": ""Protection civile"", ""name:ar"": ""الحماية المدنية"", ""name:ber"": ""ⴰⵃⵓⴷⴷⵓ ⴰⵖⴰⵔⵉⵎ"", ""name:fr"": ""Protection civile"", ""name:kab"": ""Aḥuddu aɣarim"", ""operator"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:ar"": ""وزارة الداخلية والجماعات المحلية والتهيئة العمرانية"", ""operator:fr"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:website"": ""https://www.interieur.gov.dz/index.php/fr/"", ""operator:wikidata"": ""Q3315224"", ""operator:wikipedia"": ""fr:Ministère de l'Intérieur et des Collectivités locales"", ""phone"": ""14"", ""website"": ""https://www.protectioncivile.dz/"", ""wikidata"": ""Q3407913"", ""wikipedia"": ""fr:Protection civile en Algérie""}",30,default_estimate_non_shelter,Protection civile,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,1880889603,school,CEM Sidi Ahmed (Base 5),متوسطة الأخوة صيامي,36.764641,5.0593097,,,Béjaïa,Ministère de l'Education Nationale,,"{""addr:city"": ""Béjaïa"", ""amenity"": ""school"", ""name"": ""CEM Sidi Ahmed (Base 5)"", ""name:ar"": ""متوسطة الأخوة صيامي"", ""operator"": ""Ministère de l'Education Nationale""}",300,default_estimate,CEM Sidi Ahmed (Base 5),20.5,27.6,145.0,136.0,0.9,0.6,62,2026-08-16T15:00
node,1880893375,school,Lycée Ibn Sina,ثانوية ابن سينا,36.7532434,5.0830492,,,,,,"{""addr:city:ar"": ""بجاية"", ""addr:postcode"": ""06000"", ""addr:street:ar"": ""شارع فاطمة"", ""amenity"": ""school"", ""isced:level"": ""3"", ""name"": ""Lycée Ibn Sina"", ""name:ar"": ""ثانوية ابن سينا""}",300,default_estimate,Lycée Ibn Sina,20.5,27.6,145.0,136.0,0.9,0.6,62,2026-08-16T15:00
node,1885260772,place_of_worship,Masdjid Sidi El Mouhoub,مسجد سيدي الموهوب,36.7532266,5.0849987,,,,,,"{""addr:city:ar"": ""بجاية"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Masdjid Sidi El Mouhoub"", ""name:ar"": ""مسجد سيدي الموهوب"", ""name:fr"": ""Mosquée Sidi El Mouhoub"", ""religion"": ""muslim""}",200,default_estimate,Masdjid Sidi El Mouhoub,20.5,27.6,145.0,136.0,0.9,0.6,62,2026-08-16T15:00
node,1895919908,fire_station,الحماية المدنية,الحماية المدنية,36.8189578,5.7695743,,,جيجل,Ministère de l'Intérieur et des Collectivités locales,,"{""addr:city"": ""جيجل"", ""addr:city:ar"": ""جيجل"", ""amenity"": ""fire_station"", ""brand"": ""Protection civile algérienne"", ""brand:ar"": ""الحماية المدنية الجزائرية"", ""brand:fr"": ""Protection civile algérienne"", ""brand:wikidata"": ""Q3407913"", ""brand:wikipedia"": ""fr:Protection civile en Algérie"", ""name"": ""الحماية المدنية"", ""name:ar"": ""الحماية المدنية"", ""name:ber"": ""ⴰⵃⵓⴷⴷⵓ ⴰⵖⴰⵔⵉⵎ"", ""name:fr"": ""Protection civile"", ""name:kab"": ""Aḥuddu aɣarim"", ""operator"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:ar"": ""وزارة الداخلية والجماعات المحلية والتهيئة العمرانية"", ""operator:fr"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:website"": ""https://www.interieur.gov.dz/index.php/fr/"", ""operator:wikidata"": ""Q3315224"", ""operator:wikipedia"": ""fr:Ministère de l'Intérieur et des Collectivités locales"", ""phone"": ""14"", ""website"": ""https://www.protectioncivile.dz/"", ""wikidata"": ""Q3407913"", ""wikipedia"": ""fr:Protection civile en Algérie""}",30,default_estimate_non_shelter,الحماية المدنية,17.8,24.5,150.0,130.0,0.8,0.6,63,2026-08-16T15:00
node,1917634581,fire_station,Protection Civile,الحماية المدنية,36.1455848,5.6922684,,,,Ministère de l'intérieur,,"{""addr:country"": ""DZ"", ""amenity"": ""fire_station"", ""brand:wikidata"": ""Q3407913"", ""name"": ""Protection Civile"", ""name:ar"": ""الحماية المدنية"", ""name:ber"": ""ⴰⵃⵓⴷⴷⵓ ⴰⵖⴰⵔⵉⵎ"", ""name:fr"": ""Unité de Protection Civile"", ""name:kab"": ""Aḥuddu aɣarim"", ""operator"": ""Ministère de l'intérieur"", ""operator:wikidata"": ""Q3407913"", ""phone"": ""14"", ""website"": ""https://www.protectioncivile.dz/"", ""wikidata"": ""Q3407913"", ""wikipedia"": ""fr:Protection civile en Algérie""}",30,default_estimate_non_shelter,Protection Civile,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1935728974,school,مدرسة ابتدائية,مدرسة ابتدائية,36.4504841,4.5280146,,,,,,"{""amenity"": ""school"", ""isced:level"": ""1"", ""language:ar"": ""main"", ""language:fr"": ""yes"", ""name"": ""مدرسة ابتدائية"", ""name:ar"": ""مدرسة ابتدائية"", ""name:fr"": ""École primaire""}",300,default_estimate,مدرسة ابتدائية,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1935756897,school,,,36.4656023,4.5308792,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 2,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1935756903,school,,,36.4725816,4.5244742,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 3,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1935756928,school,,,36.4678672,4.5237284,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 4,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1935756931,school,,,36.4729576,4.525606,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 5,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1935756942,school,,,36.472854,4.5250213,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 6,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1936085126,school,,,36.4601598,4.5181629,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 7,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1937494825,school,,,36.4627355,4.5324134,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 8,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1937516030,place_of_worship,,,36.4575344,4.5211857,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 3,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1937516035,place_of_worship,,,36.450264,4.5395052,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 4,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1937516037,fire_station,Unité de protection civile,الحماية المدنية,36.4671769,4.5303213,,,,Ministère de l'Intérieur et des Collectivités locales,,"{""amenity"": ""fire_station"", ""brand"": ""Protection civile algérienne"", ""brand:ar"": ""الحماية المدنية الجزائرية"", ""brand:fr"": ""Protection civile algérienne"", ""brand:wikidata"": ""Q3407913"", ""brand:wikipedia"": ""fr:Protection civile en Algérie"", ""contact:phone"": ""14"", ""name"": ""Unité de protection civile"", ""name:ar"": ""الحماية المدنية"", ""name:ber"": ""ⴰⵃⵓⴷⴷⵓ ⴰⵖⴰⵔⵉⵎ"", ""name:fr"": ""Protection civile"", ""name:kab"": ""Aḥuddu aɣarim"", ""operator"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:ar"": ""وزارة الداخلية والجماعات المحلية والتهيئة العمرانية"", ""operator:fr"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:website"": ""https://www.interieur.gov.dz/index.php/fr/"", ""operator:wikidata"": ""Q3315224"", ""operator:wikipedia"": ""fr:Ministère de l'Intérieur et des Collectivités locales"", ""phone"": ""14"", ""website"": ""https://www.protectioncivile.dz/"", ""wikidata"": ""Q3407913"", ""wikipedia"": ""fr:Protection civile en Algérie""}",30,default_estimate_non_shelter,Unité de protection civile,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,1965123591,health_facility,Clinique El Hidhab,الهضاب,36.2008055,5.4099003,,,,,,"{""amenity"": ""clinic"", ""name"": ""Clinique El Hidhab"", ""name:ar"": ""الهضاب"", ""name:en"": ""El Hidhab"", ""name:fr"": ""El Hidhab""}",20,default_estimate_non_shelter,Clinique El Hidhab,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1965123595,place_of_worship,Mosquée Ali ibn abi Talib,,36.194282,5.4019698,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Mosquée Ali ibn abi Talib"", ""religion"": ""muslim"", ""wheelchair"": ""yes""}",200,default_estimate,Mosquée Ali ibn abi Talib,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1965123646,health_facility,Clinique El Moncef,المنصف,36.200624,5.4135302,,,,,,"{""amenity"": ""clinic"", ""name"": ""Clinique El Moncef"", ""name:ar"": ""المنصف"", ""name:fr"": ""El Moncef""}",20,default_estimate_non_shelter,Clinique El Moncef,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1969967500,place_of_worship,,,36.1913363,5.4234199,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 5,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1969967503,place_of_worship,,,36.2021373,5.3962437,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim"", ""wheelchair"": ""limited""}",200,default_estimate,مسجد رقم 6,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,1996374923,school,,,36.4757982,4.5603678,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 9,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2073911196,place_of_worship,Timâamart n Barquq,مقبروة برقوق,36.6026304,4.6371155,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Timâamart n Barquq"", ""name:ar"": ""مقبروة برقوق"", ""name:kab"": ""Timɛammaṛt n Barquq"", ""religion"": ""muslim""}",200,default_estimate,Timâamart n Barquq,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2073913683,place_of_worship,Lǧameɛ n Telwaqaḍi,مسجد ثلواقاضي,36.6003788,4.6328598,,,Tiliouacadi,,,"{""addr:city"": ""Tiliouacadi"", ""addr:country"": ""DZ"", ""addr:postcode"": ""06042"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Lǧameɛ n Telwaqaḍi"", ""name:ar"": ""مسجد ثلواقاضي"", ""name:en"": ""Mosque Tiliouacadi"", ""name:fr"": ""Mosquée Tiliouacadi"", ""name:kab"": ""Lǧameɛ n Telwaqaḍi"", ""religion"": ""muslim""}",200,default_estimate,Lǧameɛ n Telwaqaḍi,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2111334589,place_of_worship,Mosqéue Mliha مسجد مليحة,مسجد مليحة,36.4785983,4.5115119,,,,,,"{""addr:country"": ""DZ"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Mosqéue Mliha مسجد مليحة"", ""name:ar"": ""مسجد مليحة"", ""name:en"": ""Mosque mliha"", ""name:fr"": ""Mosqéue Mliha"", ""religion"": ""muslim""}",200,default_estimate,Mosqéue Mliha مسجد مليحة,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2122961989,place_of_worship,Masjid El Forkane,مسجد الفرقان,36.9045934,7.7499724,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Masjid El Forkane"", ""name:ar"": ""مسجد الفرقان"", ""religion"": ""muslim""}",200,default_estimate,Masjid El Forkane,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,2125010681,place_of_worship,مسجد صالح باي,مسجد صالح باي,36.8990148,7.7623041,,,عنابة,,,"{""addr:city"": ""عنابة"", ""addr:city:ar"": ""عنابة"", ""addr:postcode"": ""23000"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""long_name"": ""مسجد صالح باي عنابة"", ""long_name:ar"": ""مسجد صالح باي عنابة"", ""name"": ""مسجد صالح باي"", ""name:ar"": ""مسجد صالح باي"", ""name:fr"": ""Mosquée Salah Bey"", ""religion"": ""muslim"", ""wikidata"": ""Q3324876"", ""wikimedia_commons"": ""Category:Salah Bey Mosque"", ""wikipedia"": ""en:Salah Bey Mosque""}",200,default_estimate,مسجد صالح باي,11.6,18.1,150.0,116.0,0.7,0.5,55,2026-08-16T15:00
node,2239891060,health_facility,Clinique psychiatrique pour femmes,,36.6525976,6.8379517,,,El Harrouch,,,"{""addr:city"": ""El Harrouch"", ""amenity"": ""clinic"", ""name"": ""Clinique psychiatrique pour femmes""}",20,default_estimate_non_shelter,Clinique psychiatrique pour femmes,12.0,18.1,145.0,122.0,2.7,2.1,55,2026-08-16T15:00
node,2239891128,school,,,36.6530498,6.8304521,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 10,12.0,18.1,145.0,122.0,2.7,2.1,55,2026-08-16T15:00
node,2338395286,place_of_worship,,,36.6682916,4.5199691,,,,,,"{""amenity"": ""place_of_worship"", ""building"": ""mosque"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 7,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2367852285,place_of_worship,,,36.0690818,4.7764602,,,,,,"{""amenity"": ""place_of_worship"", ""building"": ""yes"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 8,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,2422646606,place_of_worship,Mosquée de Tasga مسجد ثاسقى,مسجد ثاسقى,36.6039831,4.637067,,,,,,"{""alt_name:ar"": ""مسجد تازغى"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""name"": ""Mosquée de Tasga مسجد ثاسقى"", ""name:ar"": ""مسجد ثاسقى"", ""name:en"": ""mosque Tasga"", ""name:fr"": ""Mosquée Tasga"", ""name:kab"": ""Lǧamaɛ n Tesga"", ""religion"": ""muslim""}",200,default_estimate,Mosquée de Tasga مسجد ثاسقى,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,2464435014,health_facility,Ahmed Ouroua,,36.5369503,6.7154472,,,,,,"{""amenity"": ""hospital"", ""name"": ""Ahmed Ouroua""}",100,default_estimate_non_shelter,Ahmed Ouroua,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435032,school,C.E.M Mesbah,,36.532838,6.7083663,,,,,,"{""amenity"": ""school"", ""name"": ""C.E.M Mesbah""}",300,default_estimate,C.E.M Mesbah,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435035,school,C.E.M,,36.5325853,6.7001409,,,,,,"{""amenity"": ""school"", ""name"": ""C.E.M""}",300,default_estimate,C.E.M,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435052,school,centre de formation professionnelle,,36.52961,6.7049559,,,,,,"{""amenity"": ""school"", ""name"": ""centre de formation professionnelle""}",300,default_estimate,centre de formation professionnelle,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435066,place_of_worship,mosqué,,36.5323846,6.710953,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""mosqué"", ""religion"": ""muslim""}",200,default_estimate,mosqué,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435073,place_of_worship,mosqué,,36.5372154,6.714507,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""mosqué"", ""religion"": ""muslim""}",200,default_estimate,mosqué,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435467,health_facility,polyclinique,,36.528687,6.7045303,,,,,,"{""amenity"": ""clinic"", ""name"": ""polyclinique"", ""source"": ""Algerie Mapper Team""}",20,default_estimate_non_shelter,polyclinique,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2464435474,school,Primaire Amir Abd El Kader,,36.5328832,6.707913,,,,,,"{""amenity"": ""school"", ""name"": ""Primaire Amir Abd El Kader""}",300,default_estimate,Primaire Amir Abd El Kader,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2466300649,health_facility,Polyclinique d'Accouchement Targa Ouzemmour,عيادة الولادة,36.7525261,5.0462174,,,Béjaïa,,,"{""addr:city"": ""Béjaïa"", ""addr:city:fr"": ""Béjaïa"", ""addr:postcode"": ""06000"", ""addr:street"": ""Route Tala Markha 2"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Polyclinique d'Accouchement Targa Ouzemmour"", ""name:ar"": ""عيادة الولادة"", ""name:fr"": ""Polyclinique d'Accouchement Targa Ouzemmour""}",20,default_estimate_non_shelter,Polyclinique d'Accouchement Targa Ouzemmour,20.5,27.6,145.0,136.0,0.9,0.6,62,2026-08-16T15:00
node,2468674120,health_facility,Polyclinique Tebbal Abdelmadjid,,36.8180005,5.7566456,,,,,,"{""amenity"": ""clinic"", ""name"": ""Polyclinique Tebbal Abdelmadjid""}",20,default_estimate_non_shelter,Polyclinique Tebbal Abdelmadjid,17.8,24.5,150.0,130.0,0.8,0.6,63,2026-08-16T15:00
node,2475459754,place_of_worship,,,36.2935404,6.6970399,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 9,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,2509542606,health_facility,Clinique d'hémodialyse Gherzi,,36.8110085,5.7780473,,,,,,"{""amenity"": ""clinic"", ""name"": ""Clinique d'hémodialyse Gherzi""}",20,default_estimate_non_shelter,Clinique d'hémodialyse Gherzi,17.8,24.5,150.0,130.0,0.8,0.6,63,2026-08-16T15:00
node,2509553542,school,مدرسة الصم و البكم,مدرسة الصم و البكم,36.8247193,5.7661264,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة الصم و البكم"", ""name:ar"": ""مدرسة الصم و البكم"", ""name:fr"": ""Ecole des sourds et muets"", ""operator:type"": ""public""}",300,default_estimate,مدرسة الصم و البكم,17.8,24.5,150.0,130.0,0.8,0.6,63,2026-08-16T15:00
node,2514081949,school,,,36.4302785,4.8320207,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 11,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,2514991321,place_of_worship,,,36.1085685,6.3855774,,,,,,"{""amenity"": ""place_of_worship"", ""building"": ""yes"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 10,11.2,27.9,112.0,98.0,0.8,0.5,53,2026-08-16T15:00
node,2514992819,school,CEM Les freres Khebbaza,,36.1094472,6.3845903,,,,,,"{""amenity"": ""school"", ""isced:level"": ""2"", ""name"": ""CEM Les freres Khebbaza""}",300,default_estimate,CEM Les freres Khebbaza,11.2,27.9,112.0,98.0,0.8,0.5,53,2026-08-16T15:00
node,2514993399,place_of_worship,,,36.1072033,6.3949865,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 11,11.2,27.9,112.0,98.0,0.8,0.5,53,2026-08-16T15:00
